Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019]
French Polynesia,PYF,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
French Polynesia,PYF,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Gabon,GAB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.74500299,2.76836205
Gabon,GAB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,218.47528076,215.01914978
Gabon,GAB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.60853457,1.66962504
Gabon,GAB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,128.02356787,129.68005056
Gabon,GAB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,40.17887878,39.1208992
Gabon,GAB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,87.78091835,84.11741849
"Gambia, The",GMB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.8878727,3.82171082
"Gambia, The",GMB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,35.81452942,29.72580338
"Gambia, The",GMB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.0711875,1.04134357
"Gambia, The",GMB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,7.84882874,8.09971751
"Gambia, The",GMB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,21.95143509,27.48450851
"Gambia, The",GMB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,7.86180341,8.16999108
Georgia,GEO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.11329746,6.65744257
Georgia,GEO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,312.74691772,291.12203979
Georgia,GEO,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.80701351,2.7172761
Georgia,GEO,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,123.41461114,118.8232549
Georgia,GEO,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,60.00317764,58.65617371
Georgia,GEO,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,187.65808063,170.76104043
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.45038891,11.69724941
Germany,DEU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,5481.98730469,5440.25146484
Germany,DEU,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,8.88178158,9.09177876
Germany,DEU,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,4252.24100183,4228.47802482
Germany,DEU,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,22.4324913,22.27397156
Germany,DEU,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1229.74634611,1211.7600636
Ghana,GHA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.48865867,3.41858864
Ghana,GHA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,76.83074188,75.28166199
Ghana,GHA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.37648439,1.3756671
Ghana,GHA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,30.31431857,30.29393762
Ghana,GHA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,49.5219841,48.48457718
Ghana,GHA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,38.04810573,36.49999348
Gibraltar,GIB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Gibraltar,GIB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Gibraltar,GIB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Gibraltar,GIB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Gibraltar,GIB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Gibraltar,GIB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Greece,GRC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.95876884,7.83788586
Greece,GRC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1572.6842041,1500.5949707
Greece,GRC,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.1116519,3.77202368
Greece,GRC,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,812.47862476,722.16916245
Greece,GRC,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,48.20226288,51.7366066
Greece,GRC,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,758.06937507,776.35690176
Greenland,GRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Greenland,GRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Greenland,GRL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Greenland,GRL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Greenland,GRL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Greenland,GRL,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Grenada,GRD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.57647324,4.96524
Grenada,GRD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,479.81176758,534.27441406
Grenada,GRD,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.86228776,2.05514193
Grenada,GRD,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,195.24805783,221.13929997
Grenada,GRD,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,59.0436058,58.51715851
Grenada,GRD,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,283.29814396,312.64220611
Guam,GUM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Guam,GUM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Guam,GUM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Guam,GUM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Guam,GUM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Guam,GUM,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Guatemala,GTM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.12415409,6.21161032
Guatemala,GTM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,259.62017822,271.02127075
Guatemala,GTM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.20523524,2.38681698
Guatemala,GTM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,93.48613757,104.14016955
Guatemala,GTM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,62.30887604,60.70773697
Guatemala,GTM,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,161.76640853,164.53087038
Guinea,GIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.63913226,3.98389959
Guinea,GIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,35.70616531,43.03782272
Guinea,GIN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.60100216,0.89733303
Guinea,GIN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,5.89686852,9.69383403
Guinea,GIN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,72.6920929,66.67956543
Guinea,GIN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,25.95555867,28.69743497
Guinea-Bissau,GNB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.62560892,8.34976101
Guinea-Bissau,GNB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,61.23582077,62.57557678
Guinea-Bissau,GNB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.55349988,0.53241199
Guinea-Bissau,GNB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,4.44476206,3.99005316
Guinea-Bissau,GNB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,66.99184418,68.29944611
Guinea-Bissau,GNB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,41.02300317,42.73877524
Guyana,GUY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.90492487,4.93048668
Guyana,GUY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,301.44827271,325.88516235
Guyana,GUY,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.95149136,2.93101764
Guyana,GUY,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,181.39357569,193.72834493
Guyana,GUY,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,36.66505051,37.86107635
Guyana,GUY,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,110.52615229,123.38361809
Haiti,HTI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.57474232,4.72808981
Haiti,HTI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,63.13831329,56.99440002
Haiti,HTI,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.55767161,0.52095848
Haiti,HTI,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,7.69670437,6.2798543
Haiti,HTI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,49.69759369,48.51952744
Haiti,HTI,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,31.37822167,27.65341349
Honduras,HND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.21891975,7.2839179
Honduras,HND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,180.88980103,187.55433655
Honduras,HND,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.83169007,2.85265684
Honduras,HND,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,70.95574395,73.45335214
Honduras,HND,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,57.80696869,58.18896484
Honduras,HND,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,104.56690948,109.13592945
"Hong Kong SAR, China",HKG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
"Hong Kong SAR, China",HKG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
"Hong Kong SAR, China",HKG,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
"Hong Kong SAR, China",HKG,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
"Hong Kong SAR, China",HKG,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
"Hong Kong SAR, China",HKG,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Hungary,HUN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.54620171,6.35002232
Hungary,HUN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1074.01757813,1062.39416504
Hungary,HUN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.55338621,4.31688643
Hungary,HUN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,747.06176731,722.23915974
Hungary,HUN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,30.44231606,32.01777649
Hungary,HUN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,326.95581512,340.15499536
Iceland,ISL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.44292068,8.63868046
Iceland,ISL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,6565.87939453,6274.95947266
Iceland,ISL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,6.9625082,7.16049767
Iceland,ISL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,5414.59365441,5201.23737498
Iceland,ISL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,17.53437042,17.11121368
Iceland,ISL,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1151.28561304,1073.72160969
India,IND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.95175385,3.0141468
India,IND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,60.26567459,63.74832153
India,IND,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.8878178,0.9882924
India,IND,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,18.12649097,20.90209403
India,IND,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,69.08188629,66.37770081
India,IND,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,41.63266806,42.31466403
Indonesia,IDN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.86757827,2.90493584
Indonesia,IDN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,111.6594696,120.12496185
Indonesia,IDN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.395854,1.42157829
Indonesia,IDN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,54.35259666,58.78513115
Indonesia,IDN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,50.91791916,50.50718689
Indonesia,IDN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,56.85467873,60.67173695
"Iran, Islamic Rep.",IRN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.4627676,6.71061659
"Iran, Islamic Rep.",IRN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,484.28659058,470.43460083
"Iran, Islamic Rep.",IRN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.88674212,3.32201433
"Iran, Islamic Rep.",IRN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,222.42095799,232.88330296
"Iran, Islamic Rep.",IRN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,54.05139923,50.48118973
"Iran, Islamic Rep.",IRN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,261.76368051,237.48098649
Iraq,IRQ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.24407291,4.47671509
Iraq,IRQ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,239.41297913,253.31463623
Iraq,IRQ,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.0427351,2.2101748
Iraq,IRQ,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,115.23301112,125.06258045
Iraq,IRQ,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,51.36502838,50.09696579
Iraq,IRQ,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,122.97455578,126.90293596
Ireland,IRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.86017275,6.67931509
Ireland,IRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,5484.22119141,5428.58886719
Ireland,IRL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,5.08517361,4.98130083
Ireland,IRL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,4065.23517923,4048.53417253
Ireland,IRL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,25.87392616,25.42202377
Ireland,IRL,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1418.98327729,1380.05728387
Isle of Man,IMN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Isle of Man,IMN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Isle of Man,IMN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Isle of Man,IMN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Isle of Man,IMN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Isle of Man,IMN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Israel,ISR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.53235054,7.46131897
Israel,ISR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3329.23291016,3456.38696289
Israel,ISR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.86226082,4.83341503
Israel,ISR,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2149.07668452,2239.03480783
Israel,ISR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,33.46009064,33.1367569
Israel,ISR,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1113.96438766,1145.33443614
Italy,ITA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.67509365,8.66856861
Italy,ITA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3000.7109375,2905.5
Italy,ITA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,6.40597105,6.40774679
Italy,ITA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2215.82254214,2147.72580618
Italy,ITA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,26.15674973,26.08068275
Italy,ITA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,784.88844766,757.77427384
Jamaica,JAM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.96785641,6.09748316
Jamaica,JAM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,319.87716675,327.40353394
Jamaica,JAM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.88880515,3.97862124
Jamaica,JAM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,208.44001387,213.63152919
Jamaica,JAM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,33.33840942,33.15736008
Jamaica,JAM,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,106.64196042,108.55836802
Japan,JPN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.74838829,10.74372482
Japan,JPN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4256.09570313,4360.47363281
Japan,JPN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,9.00402641,9.00933933
Japan,JPN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,3565.37163173,3656.55159017
Japan,JPN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,16.2290535,16.1432457
Japan,JPN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,690.72398522,703.92194553
Jordan,JOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.78079128,7.58246946
Jordan,JOR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,335.21057129,334.04421997
Jordan,JOR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.76851439,3.8803432
Jordan,JOR,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,162.35442428,170.94776508
Jordan,JOR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,47.08252335,45.69065094
Jordan,JOR,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,157.82560157,152.62698314
Kazakhstan,KAZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.8178606,2.78745675
Kazakhstan,KAZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,275.85461426,272.96524048
Kazakhstan,KAZ,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.71429646,1.67075253
Kazakhstan,KAZ,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,167.82114662,163.61053358
Kazakhstan,KAZ,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,39.00835419,40.06171799
Kazakhstan,KAZ,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,107.60634453,109.35456095
Kenya,KEN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.30564117,4.59182692
Kenya,KEN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,73.54042816,83.41162872
Kenya,KEN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.85613954,2.11127639
Kenya,KEN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,31.70289745,38.35184073
Kenya,KEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,34.73561859,35.51103973
Kenya,KEN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,25.54472113,29.62033884
Kiribati,KIR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.6983633,10.26414394
Kiribati,KIR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,202.2019043,172.30574036
Kiribati,KIR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,8.70329475,8.44735909
Kiribati,KIR,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,150.43323027,141.80710723
Kiribati,KIR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2.67171788,2.91084337
Kiribati,KIR,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,5.40226424,5.01555042
"Korea, Dem. People's Rep.",PRK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
"Korea, Dem. People's Rep.",PRK,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
"Korea, Dem. People's Rep.",PRK,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
"Korea, Dem. People's Rep.",PRK,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
"Korea, Dem. People's Rep.",PRK,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
"Korea, Dem. People's Rep.",PRK,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
"Korea, Rep.",KOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.54388428,8.1641655
"Korea, Rep.",KOR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2543.59643555,2624.53320313
"Korea, Rep.",KOR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.40991306,4.8600049
"Korea, Rep.",KOR,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1486.90499602,1562.34503255
"Korea, Rep.",KOR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,41.54320526,40.47150421
"Korea, Rep.",KOR,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,1056.69147673,1062.18803965
Kosovo,XKX,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..
Kosovo,XKX,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..
Kosovo,XKX,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..
Kosovo,XKX,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..
Kosovo,XKX,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..
Kosovo,XKX,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..
Kuwait,KWT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.09953451,5.49601221
Kuwait,KWT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1733.80908203,1758.67419434
Kuwait,KWT,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.49770689,4.77939463
Kuwait,KWT,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1529.19153192,1529.36305749
Kuwait,KWT,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,11.80161953,13.03886032
Kuwait,KWT,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,204.6175633,229.31106808
Kyrgyz Republic,KGZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.01030922,4.49454117
Kyrgyz Republic,KGZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,65.73706055,62.14477539
Kyrgyz Republic,KGZ,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.4247191,2.31117272
Kyrgyz Republic,KGZ,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,31.81318552,31.95594431
Kyrgyz Republic,KGZ,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,46.66029739,46.25527954
Kyrgyz Republic,KGZ,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,30.67311017,28.74523905
Lao PDR,LAO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.24630332,2.59852362
Lao PDR,LAO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,57.70953369,68.22131348
Lao PDR,LAO,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.8692286,0.9597249
Lao PDR,LAO,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,22.33125644,25.19649388
Lao PDR,LAO,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,48.85312653,41.85754776
Lao PDR,LAO,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,28.19291061,28.55576729
Latvia,LVA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.19103575,6.57814217
Latvia,LVA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1101.49255371,1166.79785156
Latvia,LVA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.69703722,3.98357701
Latvia,LVA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,657.76699444,706.58697456
Latvia,LVA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,40.11939621,39.17286682
Latvia,LVA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,441.9121346,457.06820154
Lebanon,LBN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.67463875,8.64661503
Lebanon,LBN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,695.05877686,663.05108643
Lebanon,LBN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.33740377,4.23522329
Lebanon,LBN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,347.53618387,324.77095304
