,Lat,Long,Store_Name,Store_number,Gas_or_Diesel,No_Overnight_Parking,Phone_Number,Address,Country,Province_or_State
1093,-72.155097,41.369447,Walmart Supercenter,2331,Neither,0,(860) 447-3646,"155 Waterford Pkwy N; I-95 Exit 80 Waterford, CT, 06385 ",USA,CT
1094,-72.976688,41.269997,Walmart,3803,Neither,0,(203) 931-2081,"515 Sawmill Rd; I-95 Exit 42 West Haven, CT, 06516 ",USA,CT
1095,-77.00187,38.957038,Walmart Supercenter,3035,Neither,1,(202) 756-4418,"310 Riggs Rd NE, Washington, DC, 20011 ",USA,DC
1096,-77.026987,38.961614,Walmart Supercenter,5968,Neither,1,(202) 719-3770,"5929 Georgia Ave NW, Washington, DC, 20001 ",USA,DC
1097,-77.01161,38.900469,Walmart Supercenter,5941,Neither,1,(202) 719-2110,"99 H St NW, Washington, DC, 20001 ",USA,DC
1098,-75.544182,39.10218,Walmart Supercenter,5039,Neither,0,(302) 698-9170,"263 Walmart Dr, Camden, DE, 19934 ",USA,DE
1099,-75.552498,39.193407,Sam's Club,6330,Gas,0,(302) 678-4220,"1572 N Dupont Hwy, Dover, DE, 19901 ",USA,DE
1100,-75.571307,39.216614,Walmart Supercenter,1736,Neither,1,(302) 674-2159,"36 Jerome Dr, Dover, DE, 19901 ",USA,DE
1101,-75.403333,38.702756,Walmart Supercenter,2791,Neither,0,(302) 854-9454,"4 College Park Lane, Georgetown, DE, 19947 ",USA,DE
1102,-75.73703,39.44531,Walmart Supercenter,3802,Neither,0,(302) 449-1254,"705 Middletown Warwick Rd, Middletown, DE, 19709 ",USA,DE
1103,-75.434998,38.930185,Walmart Supercenter,1741,Neither,1,(302) 422-2854,"939 N dupont Hwy, Milford, DE, 19963 ",USA,DE
1104,-75.6214,39.652803,Walmart,2555,Neither,0,(302) 324-0900,"117 Wilton Blvd, New Castle, DE, 19720 ",USA,DE
1105,-75.131731,38.727257,Walmart,2419,Neither,1,(302) 644-8014,"18922 Rehoboth Mall Blvd, Rehoboth Beach, DE, 19971 ",USA,DE
1106,-75.591362,38.66134,Walmart Supercenter,2460,Neither,0,(302) 628-1668,"22899 Sussex Hwy, Seaford, DE, 19973 ",USA,DE
1107,-75.619159,39.732968,Walmart,5436,Neither,1,(302) 683-9312,"1251 Centerville Rd, Wilmington, DE, 19808 ",USA,DE
1108,-81.420666,28.659477,Walmart,1374,Neither,0,(407) 774-9966,"200 S State Rd 434 Altamonte Springs, FL, 32714 ",USA,FL
1109,-81.470994,28.653141,Sam's Club,6189,Gas/Diesel,0,(407) 553-4127,"1500 S Orange Blossom Trl, Apopka, FL, 32703 ",USA,FL
1110,-81.468839,28.650606,Walmart Supercenter,0955,Neither,1,(407) 889-8668,"1700 S Orange Blossom Trl, Apopka, FL, 32703 ",USA,FL
1111,-81.456108,28.671507,Wm Nbrhd Mkt,6894,Gas,0,(407) 457-6291,"820 Balmy Beach Dr, Apopka, FL, 32703 ",USA,FL
1112,-81.829228,27.207503,Walmart Supercenter,0811,Gas/Diesel,0,(863) 993-1677,"2725 SE Hwy 70 Arcadia, FL, 34266 ",USA,FL
1113,-81.827446,27.2083893,Murphy: USA,6902,Gas/Diesel,0,(863) 491-5065,"2769 SE Hwy 70 Arcadia, FL, 34266 ",USA,FL
1114,-81.8149991,28.0574231,Murphy: USA,7072,Gas/Diesel,0,(863) 551-9843,"2118 Hwy 92 W, Auburndale, FL, 33823 ",USA,FL
1115,-81.81343,28.058,Walmart Supercenter,0718,Gas/Diesel,0,(863) 967-1164,"2120 Hwy 92 W, Auburndale, FL, 33823 ",USA,FL
1116,-81.51632,27.60897,Walmart Supercenter,3887,Neither,1,(863) 453-4177,"1041 Hwy 27 N, Avon Park, FL, 33825 ",USA,FL
1117,-81.8334,27.906282,Walmart Supercenter,0580,Neither,0,(863) 533-5400,"1050 Van Fleet Dr, Bartow, FL, 33830 ",USA,FL
1118,-80.201099,26.349249,Walmart Supercenter,3858,Neither,1,(561) 226-3157,"22100 SR7 Boca Raton, FL, 33428 ",USA,FL
1119,-80.121635,26.488741,Wm Nbrhd Mkt,2396,Neither,0,(561) 808-1090,"12700 S Military Trail, Boynton Beach, FL, 33436 ",USA,FL
1120,-80.0959,26.53164,Walmart Supercenter,2789,Neither,1,(561) 742-0718,"3200 Old Boynton Rd, Boynton Beach, FL, 33436 ",USA,FL
1121,-80.06404,26.49211,Walmart Supercenter,5911,Neither,1,(561) 600-3088,"3625 Federal Hwy: I-95 Exit 56 Boynton Beach, FL, 33435 ",USA,FL
1122,-80.120668,26.530025,Wm Nbrhd Mkt,3011,Neither,1,(561) 509-2138,"9840 S Military Trail, Boynton Beach, FL, 33436 ",USA,FL
1123,-82.527739,27.448971,Walmart Supercenter,0528,Neither,1,(941) 753-6751,"2911 53rd Av E, Braden River, FL, 34203 ",USA,FL
1124,-82.503912,27.444774,Wm Nbrhd Mkt,7307,Neither,0,(941) 213-6911,"4536 53rd Ave E, Bradenton, FL, 34203 ",USA,FL
1125,-82.527392,27.446178,Sam's Club,8201,Gas,0,(941) 739-2130,"5300 30th St E, Bradenton, FL, 34203 ",USA,FL
1126,-82.61519,27.461269,Walmart Supercenter,1004,Neither,1,(941) 798-9341,"5315 Cortez Rd, Bradenton, FL, 34210 ",USA,FL
1127,-82.456661,27.437742,Walmart Supercenter,5727,Neither,1,(941) 799-5538,"5810 Ranch Lake Rd: I-75 Exit 217 Bradenton, FL, 34202 ",USA,FL
1128,-82.482435,27.494886,Walmart Supercenter,3474,Neither,1,(941) 708-2800,"6225 E State Rd 64; I-75 Exit 220 Bradenton, FL, 34208 ",USA,FL
1129,-82.2654495,27.9383144,Murphy: USA,6838,Gas/Diesel,0,(813) 654-8354,"1110 E Brandon Blvd, Brandon, FL, 33511 ",USA,FL
1130,-82.325256,27.924579,Walmart Supercenter,2387,Gas/Diesel,1,(813) 661-4426,"11110 Causeway Blvd, Brandon, FL, 33511 ",USA,FL
1131,-82.264979,27.938443,Walmart Supercenter,3463,Gas/Diesel,0,(813) 651-9040,"1208 E Brandon Blvd, Brandon, FL, 33511 ",USA,FL
1132,-82.315949,27.934667,Sam's Club,6403,Gas,0,(813) 685-8223,"2021 W Brandon Blvd; I-75 Exit 257 Brandon, FL, 33511 ",USA,FL
1133,-82.270252,27.924811,Wm Nbrhd Mkt,5826,Neither,1,(813) 261-0267,"901 Lithia Pinecrest Rd, Brandon, FL, 33511 ",USA,FL
1134,-82.505472,28.532089,Walmart Supercenter,1213,Neither,0,(352) 597-3807,"13300 Cortez Blvd, Brooksville, FL, 34613 ",USA,FL
1135,-82.503313,28.531276,Sam's Club,4818,Gas,0,(352) 592-4737,"13360 Cortez Blvd, Brooksville, FL, 34613 ",USA,FL
1136,-82.4080811,28.5346298,Murphy: USA,6845,Gas/Diesel,0,(352) 544-1250,"19365 Wiscon Rd, Brooksville, FL, 34601 ",USA,FL
1137,-82.407211,28.536325,Walmart Supercenter,3526,Gas/Diesel,0,(352) 796-5996,"7305 BRd St, Brooksville, FL, 34601 ",USA,FL
1138,-82.1391754,28.6681633,Murphy: USA,6830,Gas/Diesel,0,(352) 568-7539,"2161 W C-48; I-75 Exit 314 Bushnell, FL, 33513 ",USA,FL
1139,-82.139189,28.666454,Walmart Supercenter,0959,Gas/Diesel,0,(352) 793-1300,"2163 W C-48; I-75 Exit 314 Bushnell, FL, 33513 ",USA,FL
1140,-85.592014,30.161525,Walmart Supercenter,1207,Gas,1,(850) 785-6011,"725 N Tyndall Pkwy, Callaway, FL, 32404 ",USA,FL
1141,-85.5912323,30.1623268,Murphy: USA,5364,Gas,0,(850) 763-5732,"731 N Tyndall Pkwy, Callaway, FL, 32404 ",USA,FL
1142,-81.9407371,26.6217137,Murphy: USA,6852,Gas/Diesel,0,(239) 458-5397,"1617 Del Prado Blvd S, Cape Coral, FL, 33990 ",USA,FL
1143,-81.938009,26.620762,Walmart Supercenter,0819,Gas/Diesel,1,(239) 772-9220,"1619 Del Prado Blvd S, Cape Coral, FL, 33990 ",USA,FL
1144,-81.929045,26.672623,Wm Nbrhd Mkt,6941,Neither,0,(239) 800-6068,"2020 NE Pine Island Rd, Cape Coral, FL, 33909 ",USA,FL
1145,-81.980584,26.650802,Sam's Club,4857,Gas,0,(239) 800-6028,"301 SW Pine Island Rd, Cape Coral, FL, 33991 ",USA,FL
1146,-81.991052,26.578863,Wm Nbrhd Mkt,5451,Neither,1,(239) 540-2245,"3920 Skyline Blvd, Cape Coral, FL, 33914 ",USA,FL
1147,-81.984876,26.649125,Wm Nbrhd Mkt,5453,Neither,1,(239) 458-7530,"505 Pine Island Rd SW, Cape Coral, FL, 33991 ",USA,FL
1148,-81.322328,28.635168,Walmart Supercenter,0943,Neither,1,(407) 679-0377,"1239 State Rd 436 Unit 101 Casselberry, FL, 32707 ",USA,FL
1149,-82.868461,29.502201,Walmart Supercenter,1297,Neither,0,(352) 493-0758,"2201 N Young Blvd, Chiefland, FL, 32626 ",USA,FL
1150,-85.547932,30.752479,Walmart Supercenter,2114,Gas/Diesel,1,(850) 638-2243,"1621 Main St; I-10 Exit 120 Chipley, FL, 32428 ",USA,FL
1151,-85.5496674,30.7529182,Murphy: USA,6520,Gas/Diesel,0,(850) 415-4023,"1623 Main St; I-10 Exit 120 Chipley, FL, 32428 ",USA,FL
1152,-82.774456,27.987293,Wm Nbrhd Mkt,4667,Neither,1,(727) 441-4320,"1803 N Highland Ave, Clearwater, FL, 33755 ",USA,FL
1153,-82.747179,27.960509,WM Nbrhd Mkt,5670,Neither,1,(727) 431-4900,"2171 Gulf Bay Blvd, Clearwater, FL, 33765 ",USA,FL
1154,-82.731495,27.98273,Walmart Supercenter,2081,Neither,1,(727) 724-7777,"23106 Hwy 19 N, Clearwater, FL, 33765 ",USA,FL
1155,-82.731647,27.959696,Sam's Club,6420,Gas,0,(727) 791-8081,"2575 Gulf To Bay, Clearwater, FL, 33765 ",USA,FL
1156,-81.731369,28.5281696,Murphy: USA,7281,Gas/Diesel,0,(352) 242-9010,"1390 Johns Lake Rd, Clermont, FL, 34711 ",USA,FL
1157,-81.730674,28.528918,Walmart Supercenter,2695,Gas/Diesel,1,(352) 243-6151,"1450 Johns Lake Rd, Clermont, FL, 34711 ",USA,FL
1158,-81.731018,28.529224,Walmart Supercenter,5299,Neither,1,(352) 536-2746,"550 Hwy 27 Clermont, FL, 34711 ",USA,FL
1159,-80.948912,26.7555431,Walmart Supercenter,2484,Neither,1,(863) 983-4844,"1005 W Sugarland Hwy, Clewiston, FL, 33440 ",USA,FL
1160,-80.754118,28.395162,Walmart Supercenter,0174,Neither,1,(321) 639-1610,"2700 Clearlake Rd, Cocoa, FL, 32922 ",USA,FL
1161,-80.793017,28.361795,Sam's Club,4991,Gas/Diesel,0,(321) 639-0124,"450 Townsend Rd; I-95 Exit 201 Cocoa, FL, 32926 ",USA,FL
1162,-80.200247,26.318128,Walmart Supercenter,1916,Neither,1,(954) 426-6101,"5571 Hillsboro Blvd, Coconut Creek, FL, 33073 ",USA,FL
1163,-80.311448,26.062113,Walmart Supercenter,1845,Neither,1,(954) 680-7810,"4700 Flamingo Rd, Cooper City, FL, 33330 ",USA,FL
1164,-80.267282,26.241461,Wm Nbrhd Mkt,4380,Neither,1,(954) 345-9513,"10635 W Atlantic Blvd, Coral Springs, FL, 33071 ",USA,FL
1165,-80.204092,26.278318,Walmart Supercenter,1387,Neither,1,(954) 341-4505,"3801 Turtle Creek Dr, Coral Springs, FL, 33073 ",USA,FL
1166,-80.251735,26.288091,Wm Nbrhd Mkt,4498,Neither,1,(954) 753-7377,"4650 University Dr, Coral Springs, FL, 33067 ",USA,FL
1167,-80.277111,26.304377,Walmart Supercenter,2963,Neither,1,(954) 757-0331,"6001 Coral Ridge Dr, Coral Springs, FL, 33076 ",USA,FL
1168,-80.25556,26.243506,Sam's Club,6637,Neither,0,(954) 345-3433,"950 N University Dr, Coral Springs, FL, 33071 ",USA,FL
1169,-84.3624344,30.2161198,Murphy: USA,7338,Gas/Diesel,0,(850) 926-2031,"29 Mike Stewart Dr, Crawfordville, FL, 32327 ",USA,FL
1170,-84.36259,30.21572,Walmart Supercenter,3307,Gas/Diesel,0,(850) 926-1560,"35 Mike Steward Dr, Crawfordville, FL, 32327 ",USA,FL
1171,-86.565386,30.727842,Walmart Supercenter,0944,Neither,0,(850) 682-8001,"3351 Ferdon Blvd S; I-10 Exit 56 Crestview, FL, 32536 ",USA,FL
1172,-82.186622,28.341191,Walmart,0713,Neither,0,(352) 567-1551,"12650 Hwy 301 S, Dade City, FL, 33525 ",USA,FL
1173,-80.136402,26.035069,Wm Nbrhd Mkt,4563,Neither,0,(954) 988-5211,"401 E Sheridan St; I-95 Exit 21 Dania Beach, FL, 33004 ",USA,FL
1174,-80.253056,26.067358,Walmart Supercenter,2987,Neither,1,(954) 331-3612,"4301 S University Dr, Davie, FL, 33328 ",USA,FL
1175,-81.030167,29.173214,Walmart Supercenter,1391,Neither,1,(386) 760-7880,"1101 Beville Rd, Daytona Beach, FL, 32119 ",USA,FL
1176,-81.032591,29.172435,Sam's Club,8138,Gas,0,(386) 760-3330,"1175 Bevill Rd, Daytona Beach, FL, 32119 ",USA,FL
1177,-81.0672,29.248432,Wm Nbrhd Mkt,3862,Gas/Diesel,0,(636) 672-3835,"1905 N Nova Rd, Daytona Beach, FL, 32117 ",USA,FL
1178,-86.124013,30.704501,Walmart Supercenter,1134,Gas,0,(850) 892-3138,"1226 Freeport Rd; I-10 Exit 85 De Funiak Springs, FL, 32433 ",USA,FL
1179,-81.302689,29.061767,Walmart Supercenter,0860,Neither,1,(386) 734-4420,"1699 N Woodland Blvd, De Land, FL, 32720 ",USA,FL
1180,-81.302795,29.012375,Wm Nbrhd Mkt,2944,Gas,0,(386) 624-0678,"955 S Woodland Blvd; I-35 Exit 104 De Land, FL, 32724 ",USA,FL
1181,-81.304738,28.89861,Wm Nbrhd Mkt,3606,Neither,0,(386) 601-0037,"185 N Charles Richard Beall Blvd, Debary, FL, 32713 ",USA,FL
1182,-80.13192,26.30315,Wm Nbrhd Mkt,3104,Neither,0,(954) 281-1426,"1101 S Military Trail, Deerfield Beach, FL, 33442 ",USA,FL
1183,-86.1228561,30.7046013,Murphy: USA,5781,Gas,0,(850) 892-2162,"1224 US Hwy 331 S, DeFuniak Springs, FL, 32435 ",USA,FL
1184,-80.122997,26.487368,Wm Nbrhd Mkt,2396,Neither,0,(561) 808-1090,"12700 S Military Trail, Delray Beach, FL, 33436 ",USA,FL
1185,-80.123613,26.436357,Walmart Supercenter,1589,Gas/Diesel,1,(561) 495-8127,"16205 S Military Trail, Delray Beach, FL, 33484 ",USA,FL
1186,-80.1226273,26.4357224,Murphy: USA,6712,Gas/Diesel,0,(561) 495-0619,"16211 S Military Trail, Delray Beach, FL, 33484 ",USA,FL
1187,-80.06086,26.499694,Wm Nbrhd Mkt,2406,Neither,1,(561) 450-1853,"3155 S Federal Hwy, Delray Beach, FL, 33483 ",USA,FL
1188,-81.16513,28.87302,Walmart Supercenter,3310,Neither,1,(407) 328-8052,"101 Howland Blvd, Deltona, FL, 32738 ",USA,FL
1189,-81.247257,28.9070026,Wm Nbrhd Mkt,6398,Neither,0,(386) 457-6185,"1569 Saxon Blvd, Deltona, FL, 32725 ",USA,FL
1190,-86.449345,30.388736,Walmart Supercenter,1362,Gas,0,(850) 650-0341,"15017 Emerald Coast Pkwy, Destin, FL, 32541 ",USA,FL
1191,-86.4514516,30.387444,Murphy: USA,5501,Gas,0,(850) 650-5844,"15051 Emerald Coast Pkwy, Destin, FL, 32541 ",USA,FL
1192,-80.334999,25.786059,Walmart Supercenter,2091,Neither,1,(305) 470-4510,"8651 NW 13th Terrace, Doral, FL, 33126 ",USA,FL
1193,-82.750477,28.019994,Wm Nbrhd Mkt,5876,Neither,1,(727) 431-0152,"2102 Main St, Dunedin, FL, 34698 ",USA,FL
1194,-82.4538014,29.0656822,Murphy: USA,6820,Gas/Diesel,0,(352) 489-9277,"11004 N Williams St, Dunnellon, FL, 34432 ",USA,FL
1195,-82.454604,29.063319,Walmart Supercenter,0960,Gas/Diesel,1,(352) 489-4210,"11012 N Williams St, Dunnellon, FL, 34432 ",USA,FL
1196,-82.310377,26.933121,Walmart Supercenter,1874,Gas,1,(941) 475-9220,"2931 S Mc Call Rd, Englewood, FL, 34224 ",USA,FL
1197,-82.3104706,26.9340763,Murphy: USA,5797,Gas,0,(941) 473-9139,"2981 S McCall Rd, Englewood, FL, 34224 ",USA,FL
1198,-81.81872,26.450087,Walmart Supercenter,5347,Gas,1,(239) 590-9501,"19975 S Tamiami Trail, Estero, FL, 33928 ",USA,FL
1199,-81.45608,30.646715,Walmart,0977,Neither,0,(904) 261-5306,"1385 Amelia Plaza, Fernandina Beach, FL, 32034 ",USA,FL
1200,-80.472184,25.457101,Walmart Supercenter,2727,Gas,1,(305) 242-4447,"33501 S Dixie Hwy., Florida City, FL, 33034 ",USA,FL
1201,-80.4738922,25.4561329,Murphy: USA,5738,Gas,0,(305) 245-4531,"33517 S Dixie Hwy, Florida City, FL, 33034 ",USA,FL
1202,-80.175939,26.119736,Walmart Supercenter,2946,Neither,0,(954) 453-6538,"2500 W Broward Blvd; I-95 Exit 26/27 Fort Lauderdale, FL, 33312 ",USA,FL
1203,-81.942294,26.49197,Walmart Supercenter,4063,Neither,1,(239) 340-7074,"17105 San Carlos Blvd, Fort Myers Beach, FL, 33931 ",USA,FL
1204,-81.868778,26.526218,Walmart Supercenter,0987,Neither,1,(239) 437-1880,"14821 6 Mile Cypress Pkwy, Fort Myers, FL, 33912 ",USA,FL
1205,-81.8148804,26.6120758,Murphy: USA,6920,Gas/Diesel,0,(239) 275-4379,"4712 Colonial Blvd; I-75 Exit 136 Fort Myers, FL, 33912 ",USA,FL
1206,-81.81272,26.611109,Walmart Supercenter,5034,Gas/Diesel,1,(239) 274-2920,"4770 Colonial Blvd; I-75 Exit 136 Fort Myers, FL, 33912 ",USA,FL
1207,-81.874133,26.585364,Sam's Club,8130,Gas,0,(239) 939-2442,"5170 S Cleveland Ave, Fort Myers, FL, 33907 ",USA,FL
1208,-81.906947,26.555678,Wm Nbrhd Mkt,5321,Neither,1,(239) 267-2860,"9131 College Pkwy Ste 101 Fort Myers, FL, 33919 ",USA,FL
1209,-80.376721,27.42146,Walmart Supercenter,0973,Gas,0,(772) 468-0880,"5100 Okeechobee Rd; I-95 Exit 129 Fort Pierce, FL, 34947 ",USA,FL
1210,-86.639111,30.439646,Sam's Club,6361,Gas,0,(850) 862-5330,"740 N Beal Pkwy, Fort Walton Beach, FL, 32547 ",USA,FL
1211,-86.389992,30.440889,Walmart Supercenter,0919,Neither,1,(850) 862-0700,"748 Beal Pkwy NW, Fort Walton Beach, FL, 32547 ",USA,FL
1212,-81.624114,30.120008,Wm Nbrhd Mkt,5819,Neither,0,(904) 417-9085,"445 SR 13 Fruit Cove, FL, 32259 ",USA,FL
1213,-80.3735962,27.4255524,Murphy: USA,5709,Gas,0,(772) 468-3744,"5110 Okeechobee Rd, Ft Pierce, FL, 34947 ",USA,FL
1214,-82.300567,29.663336,Walmart Supercenter,3877,Neither,0,(352) 372-3191,"1800 NE 12th Ave, Gainesville, FL, 32641 ",USA,FL
1215,-82.388415,29.62689,Walmart Supercenter,1081,Neither,1,(352) 371-3171,"2900 SW 42nd St; I-75 Exit 384 Gainesville, FL, 32608 ",USA,FL
1216,-82.38376,29.624483,Sam's Club,8155,Gas/Diesel,0,(352) 375-8853,"4001 SW 30th PL; I-75 Exit 384 Gainesville, FL, 32609 ",USA,FL
1217,-82.356373,29.711526,Walmart Supercenter,0538,Neither,0,(352) 378-0619,"5700 NW 23rd St, Gainesville, FL, 32653 ",USA,FL
1218,-82.3550186,27.8492393,Murphy: USA,7329,Gas/Diesel,0,(813) 741-1428,"9023 Gibsonton Dr; I-75 Exit 250 Gibsonton, FL, 33534 ",USA,FL
1219,-82.35421,27.848314,Walmart Supercenter,5300,Gas/Diesel,1,(813) 672-0739,"9205 Gibsonton Dr; I-75 Exit 250 Gibsonton, FL, 33534 ",USA,FL
1220,-80.14761,26.620798,Wm Nbrhd Mkt,5758,Neither,1,(561) 964-6337,"3911 Jog Rd, Greenacres, FL, 33463 ",USA,FL
1221,-80.142424,26.650277,Walmart Supercenter,1436,Neither,1,(561) 966-3101,"6294 Forest Hill Blvd, Greenacres, FL, 33415 ",USA,FL
1222,-87.169204,30.365282,Wm Nbrhd Mkt,5623,Neither,1,(850) 733-5019,"334 Gulf Breeze Pkwy, Gulf Breeze, FL, 32561 ",USA,FL
1223,-87.065769,30.38805,Walmart Supercenter,2533,Gas/Diesel,0,(850) 934-0362,"3767 Gulf Breeze Pkwy, Gulf Breeze, FL, 32561 ",USA,FL
1224,-87.0657806,30.3894005,Murphy: USA,6741,Gas/Diesel,0,(850) 916-7333,"3789 Gulf Breeze Pkwy, Gulf Breeze, FL, 32563 ",USA,FL
1225,-81.6390076,28.1252346,Murphy: USA,5659,Gas,0,(863) 421-2770,"36115 Hwy 27 Haines City, FL, 33844 ",USA,FL
1226,-81.637705,28.126067,Walmart Supercenter,0725,Gas,1,(863) 422-7537,"36205 Hwy 27 Haines City, FL, 33844 ",USA,FL
1227,-80.123753,25.987089,Walmart Supercenter,1996,Neither,1,(954) 455-4700,"2551 E Hallandale Beach Blvd, Hallandale Beach, FL, 33009 ",USA,FL
1228,-80.3234177,25.8573723,Murphy: USA,6507,Gas/Diesel,0,(305) 818-1023,"9203 NW 77th Ave, Hialeah Gardens, FL, 33016 ",USA,FL
1229,-80.323166,25.858418,Walmart Supercenter,2814,Gas/Diesel,1,(305) 819-0672,"9300 NW 77th Ave, Hialeah Gardens, FL, 33016 ",USA,FL
1230,-80.35284,25.882119,Wm Nbrhd Mkt,5615,Neither,1,(305) 913-1168,"11800 Hialeah Gardens Blvd: I-75 Exit 2 Hialeah, FL, 33018 ",USA,FL
1231,-80.27336,25.829893,Wm Nbrhd Mkt,5945,Neither,1,(305) 507-2044,"400 W 9th St, Hialeah, FL, 33012 ",USA,FL
1232,-80.2963867,25.9350491,Murphy: USA,7084,Gas/Diesel,0,(305) 826-8219,"5851 NW 177th St, Hialeah, FL, 33015 ",USA,FL
1233,-80.295889,25.934769,Walmart Supercenter,1590,Gas/Diesel,1,(305) 558-6069,"5851 NW 177th St., Hialeah, FL, 33015 ",USA,FL
1234,-81.0679703,29.2482853,Murphy: USA,7361,Gas/Diesel,0,(386) 672-2680,"1903 N Nova Rd, Holly Hill, FL, 32117 ",USA,FL
1235,-80.20576,26.007578,Walmart Supercenter,3163,Neither,0,(754) 260-6713,"301 SR 7; FL Tpk Exit 39 Hollywood, FL, 33023 ",USA,FL
1236,-80.25904,26.042146,Wm Nbrhd Mkt,4826,Neither,0,(954) 628-1772,"8550 Stirling Rd, Hollywood, FL, 33024 ",USA,FL
1237,-80.411017,25.498444,Walmart Supercenter,5671,Neither,1,(305) 910-2965,"13600 SW 288th St, Homestead, FL, 33033 ",USA,FL
1238,-80.407921,25.539511,Wm Nbrhd Mkt,3183,Neither,1,(305) 910-2529,"1499 S Dixie Hwy, Homestead, FL, 33033 ",USA,FL
1239,-82.551966,28.762108,Walmart Supercenter,1029,Neither,0,(352) 628-4161,"6885 S Suncoast Blvd, Homosassa, FL, 34448 ",USA,FL
1240,-82.697079,28.340605,Walmart Supercenter,5266,Neither,0,(727) 861-0040,"12610 Hwy 19 Hudson, FL, 34667 ",USA,FL
1241,-87.6861408,30.2770181,Murphy: USA,6958,Gas/Diesel,0,(352) 726-4050,"2419 E Gulf to Lake Hwy W, Inverness, FL, 34453 ",USA,FL
1242,-82.392664,28.856809,Walmart Supercenter,1104,Gas/Diesel,0,(352) 637-2300,"2461 E Gulf To Lake Hwy, Inverness, FL, 34453 ",USA,FL
1243,-81.556518,30.178441,Walmart Supercenter,4444,Neither,0,(904) 288-8211,"10251 Shops Ln; I-95 Exit 339 Jacksonville, FL, 32258 ",USA,FL
1244,-81.609322,30.184931,Wm Nbrhd Mkt,5818,Neither,1,(904) 380-8271,"10550 Old Saint Augustine Rd; I-295 Exit 5 Jacksonville, FL, 32257 ",USA,FL
1245,-81.539856,30.285097,Sam's Club,8116,Gas,0,(904) 928-0017,"10690 Beach Blvd, Jacksonville, FL, 32246 ",USA,FL
1246,-81.626119,30.177049,Walmart Supercenter,1082,Neither,1,(904) 260-4402,"10991 San JoSE Blvd; I-295 Exit 5 Jacksonville, FL, 32223 ",USA,FL
1247,-81.490623,30.319126,Murphy: USA,6941,Gas/Diesel,0,(904) 620-0163,"11900 Atlantic Blvd #100 Jacksonville, FL, 32225 ",USA,FL
1248,-81.491874,30.318138,Walmart Supercenter,5054,Gas/Diesel,1,(904) 641-8088,"11900 Atlantic Blvd, Jacksonville, FL, 32225 ",USA,FL
1249,-81.705075,30.450945,Walmart Supercenter,1219,Neither,1,(904) 764-2855,"12100 Lem Turner Rd; I-295 Exit 32 Jacksonville, FL, 32218 ",USA,FL
1250,-81.639618,30.477584,Walmart Supercenter,3702,Neither,0,(904) 751-5552,"13227 City Square Dr; I-95 Exit 363 Jacksonville, FL, 32218 ",USA,FL
1251,-81.46183,30.28621,Walmart Supercenter,1172,Neither,0,(904) 223-0772,"13490 Beach Blvd, Jacksonville, FL, 32224 ",USA,FL
1252,-81.450851,30.318806,Wm Nbrhd Mkt,5816,Neither,1,(904) 380-3231,"1650 San Pablo Rd S, Jacksonville, FL, 32224 ",USA,FL
1253,-81.650101,30.429234,Sam's Club,8253,Gas,0,(863) 853-3701,"300 Busch Dr; I-95 Exit 360 Jacksonville, FL, 32218 ",USA,FL
1254,-81.6300888,30.2820797,Murphy: USA,7336,Gas/Diesel,0,(904) 367-4287,"4100 Phillips Hwy; I-95 Exit 347 Jacksonville, FL, 32207 ",USA,FL
1255,-81.629744,30.281628,Walmart Supercenter,3309,Gas/Diesel,1,(904) 737-7007,"4250 Phillips Hwy; I-95 Exit 347 Jacksonville, FL, 32207 ",USA,FL
1256,-81.745667,30.197698,Sam's Club,6363,Gas,0,(904) 573-9702,"6373 Youngerman Circle; I-295 Exit 12 Jacksonville, FL, 32244 ",USA,FL
1257,-81.754036,30.250278,Walmart Supercenter,1090,Neither,1,(904) 772-0011,"6767 103rd St, Jacksonville, FL, 32210 ",USA,FL
1258,-81.7706299,30.2978401,Murphy: USA,7144,Gas/Diesel,0,(904) 781-7998,"6830 Normandy Blvd; I-295 Exit 19 Jacksonville, FL, 32205 ",USA,FL
1259,-81.758941,30.302297,Walmart Supercenter,1083,Gas/Diesel,1,(904) 786-0390,"6830 Normandy Blvd; I-295 Exit 19 Jacksonville, FL, 32205 ",USA,FL
1260,-81.757288,30.2714,Wm Nbrhd Mkt,5005,Neither,1,(904) 513-6582,"6855 Wilson Blvd; I 295 Exit 17 Jacksonville, FL, 32210 ",USA,FL
1261,-81.760329,30.205028,Walmart Supercenter,6978,Neither,0,(904) 365-1555,"7075 Collins Rd; I-295 Exit 12 Jacksonville, FL, 32244 ",USA,FL
1262,-81.562019,30.353493,Wm Nbrhd Mkt,5817,Neither,1,(904) 380-8325,"8011 Merrill Rd; I-295 Exit 46 Jacksonville, FL, 32277 ",USA,FL
1263,-81.563011,30.286264,Murphy: USA,7129,Gas/Diesel,0,(904) 565-1752,"8802 Beach Blvd, Jacksonville, FL, 32216 ",USA,FL
1264,-81.562839,30.284481,Walmart Supercenter,1173,Gas/Diesel,0,(904) 642-4999,"8808 Beach Blvd, Jacksonville, FL, 33216 ",USA,FL
1265,-81.559401,30.219535,Wm Nbrhd Mkt,4561,Neither,0,(904) 431-6356,"9550 Baymeadows Rd; I-95 Exit 341 Jacksonville, FL, 32256 ",USA,FL
